FMCG,Quarter,Net Profit/(Loss) For the Period,Total Income From Operations,P/L Before Tax,Net Sales/Income from operations,Equity Share Capital,Non Current Asset,Current Asset,Total Asset,"P/L Before Int., Excpt. Items & Tax",Fixed Assets,Total Current Assets,Total Current Liabilities,Interest,EPS,NASDAQ INDEX,NSE FMCG Index,Crude Oil in USD,RBI Repo Rate
UBL,2014q4,42.62,1085.67,64.51,959.86,26.44,1894.16,2001.64,3895.8,82.31,1689.19,2001.64,1577.36,17.8,1.59,4719.47,19849.18333,93.17,0.08
UBL,2015q1,39.94,1000.42,60,895.75,26.44,1894.16,2001.64,3895.8,78.36,1689.19,2001.64,1577.36,18.36,1.48,4833.22,20715.9,48.66,0.0775
UBL,2015q2,48.13,1161.62,59.88,1045.23,26.44,2123.29,1757.34,3880.63,75.13,1901,1757.34,1447.91,15.25,1.79,4999.44,19924.58333,48.66,0.075
UBL,2015q3,122.14,1452.84,186.61,1368.03,26.44,2123.29,1757.34,3880.63,206.79,1901,1757.34,1447.91,20.18,4.62,4841.65,20329.53333,48.66,0.0725
UBL,2015q4,52.11,1072.27,78.87,1020.73,26.44,2123.29,1757.34,3880.63,99.36,1901,1757.34,1447.91,20.49,1.97,5056.61,20196.5,48.66,0.0675
UBL,2016q1,71.25,1096.91,114.02,1035.18,26.44,2123.29,1757.34,3880.63,132.43,1901,1757.34,1447.91,18.41,2.7,4680.58,19076.13333,43.29,0.065
UBL,2016q2,52.37,1212.49,73.93,1212.49,26.44,2119.23,2010.79,4130.02,91.95,1858.2,2010.79,1753.08,18.02,1.98,4855.36,20622.6,43.29,0.0625
UBL,2016q3,147.06,1562.32,226.04,1485.67,26.44,2119.23,2010.79,4130.02,240.86,1858.2,2010.79,1753.08,14.82,5.56,5229.12,22126.73333,43.29,0.065
UBL,2016q4,27.05,1038.55,37.63,990.32,26.44,2119.23,2010.79,4130.02,51.74,1858.2,2010.79,1753.08,14.11,1.02,5298.65,20907.98333,43.29,0.0625
UBL,2017q1,48.49,1025.02,75.88,979.23,26.44,2119.23,2010.79,4130.02,91.16,1858.2,2010.79,1753.08,15.28,1.84,5783.99,22571.05,50.8,0.06
UBL,2017q2,6.73,1112.7,7.62,1112.7,26.44,2112.42,2361.55,4473.97,22.06,1862.73,2361.55,1902.65,14.44,0.25,6128.85,25423.08333,50.8,0.06
UBL,2017q3,161.89,1674.21,245.56,1674.21,26.44,2112.42,2361.55,4473.97,259.76,1862.73,2361.55,1902.65,14.2,6.12,6424.25,25353.35,50.8,0.06
UBL,2017q4,93.84,1276.44,145.35,1276.44,26.44,2112.42,2361.55,4473.97,158.06,1862.73,2361.55,1902.65,12.71,3.55,6835.01,26119.75,50.8,0.06
UBL,2018q1,47.38,1197.1,79.1,1197.1,26.44,2112.42,2361.55,4473.97,88.44,1862.73,2361.55,1902.65,9.34,1.79,7249.31,26589.46667,65.23,0.06
UBL,2018q2,90.88,1469.28,136.82,1469.28,26.44,2082.93,2636.12,4719.05,148.22,1777.32,2636.12,1797.32,11.4,3.44,7339.56,28851.01667,65.23,0.06
UBL,2018q3,221.92,1865.91,342.76,1865.91,26.44,2082.93,2636.12,4719.05,351.98,1777.32,2636.12,1797.32,9.22,8.39,7942.56,31225.5,65.23,0.0625
UBL,2018q4,163.77,1525.95,252.31,1525.95,26.44,2082.93,2636.12,4719.05,256.31,1777.32,2636.12,1797.32,4,6.2,7090.57,29730,65.23,0.065
AVANTIFEED,2014q1,22.44,278.67,33.67,274.43,9.08,86.84,155.13,241.97,34.11,52.43,155.13,106.17,0.45,24.71,4203.66,17264.05,93.17,0.08
AVANTIFEED,2014q2,14.5,277.26,22.34,273.93,9.08,115.07,277.37,392.44,22.93,82.32,277.37,200.71,0.6,15.96,4255.12,17612.95,93.17,0.08
AVANTIFEED,2014q3,25.62,478.1,38.56,472.88,9.08,115.07,277.37,392.44,39.15,82.32,277.37,200.71,0.59,28.21,4481.14,19321.13333,93.17,0.08
AVANTIFEED,2014q4,34.18,531.68,53.87,525.66,9.08,115.07,277.37,392.44,54.29,82.32,277.37,200.71,0.42,37.63,4719.47,19849.18333,93.17,0.08
AVANTIFEED,2015q1,34.5,385.03,51.75,381.75,9.08,115.07,277.37,392.44,52,82.32,277.37,200.71,0.25,37.99,4833.22,20715.9,48.66,0.0775
AVANTIFEED,2015q2,22.27,381.45,35.67,378.41,9.08,124.62,350.7,475.32,36.16,89.57,350.7,198.32,0.49,24.52,4999.44,19924.58333,48.66,0.075
AVANTIFEED,2015q3,45.71,603.4,68.79,597.45,9.08,124.62,350.7,475.32,64.76,89.57,350.7,198.32,0.29,50.33,4841.65,20329.53333,48.66,0.0725
AVANTIFEED,2015q4,43.96,532.95,65.47,526.78,9.08,124.62,350.7,475.32,65.41,89.57,350.7,198.32,0.3,48.4,5056.61,20196.5,48.66,0.0675
AVANTIFEED,2016q1,36.71,413.11,57.52,407.34,9.08,124.62,350.7,475.32,57.25,89.57,350.7,198.32,0.19,8.63,4680.58,19076.13333,43.29,0.065
AVANTIFEED,2016q2,29.57,468.83,43.26,463.73,9.08,236.69,369.39,606.08,51,114.01,369.39,218.49,0.56,6.51,4855.36,20622.6,43.29,0.0625
AVANTIFEED,2016q3,46.56,756.56,70.46,749.43,9.08,236.69,369.39,606.08,79.2,114.01,369.39,218.49,0.12,10.25,5229.12,22126.73333,43.29,0.065
AVANTIFEED,2016q4,29.11,713.06,41.28,703.23,9.08,236.69,369.39,606.08,51.76,114.01,369.39,218.49,0.51,6.41,5298.65,20907.98333,43.29,0.0625
AVANTIFEED,2017q1,38.82,544.84,58.71,537.18,9.08,236.69,369.39,606.08,58.89,114.01,369.39,218.49,0.17,8.55,5783.99,22571.05,50.8,0.06
AVANTIFEED,2017q2,80.84,639.73,123.22,639.73,9.08,250.78,611.07,861.85,124.76,133.72,611.07,272.27,1.53,17.8,6128.85,25423.08333,50.8,0.06
AVANTIFEED,2017q3,142.41,881.78,217.04,881.78,9.08,250.78,611.07,861.85,217.28,133.72,611.07,272.27,0.24,31.33,6424.25,25353.35,50.8,0.06
AVANTIFEED,2017q4,102.97,654.48,157.18,654.48,9.08,250.78,611.07,861.85,157.82,133.72,611.07,272.27,0.64,22.59,6835.01,26119.75,50.8,0.06
AVANTIFEED,2018q1,94.09,551.75,143.16,551.75,9.08,250.78,611.07,861.85,143.49,133.72,611.07,272.27,0.33,20.61,7249.31,26589.46667,65.23,0.06
AVANTIFEED,2018q2,75.46,726.76,111.77,726.76,9.08,296.29,971.93,1268.22,112.59,171.45,971.93,304.65,0.03,16.62,7339.56,28851.01667,65.23,0.06
AVANTIFEED,2018q3,79.44,915.51,122.4,915.51,13.62,296.29,971.93,1268.22,117.49,171.45,971.93,304.65,0.25,5.83,7942.56,31225.5,65.23,0.0625
AVANTIFEED,2018q4,32.56,553.65,48.56,553.65,13.62,296.29,971.93,1268.22,48.76,171.45,971.93,304.65,0.21,2.39,7090.57,29730,65.23,0.065
VADILALIND,2014q1,-7.39,63.66,-11.26,63.1,7.19,243.41,110.92,354.33,-4.96,222.48,110.92,149.95,6.31,-10.28,4203.66,17264.05,93.17,0.08
VADILALIND,2014q2,-2.77,72.88,-3.45,72.11,7.19,250.8,126.98,377.78,5.06,231.16,126.98,165.51,7.16,-3.86,4255.12,17612.95,93.17,0.08
VADILALIND,2014q3,13.46,168.15,20.38,167.62,7.19,250.8,126.98,377.78,27.21,231.16,126.98,165.51,6.82,18.72,4481.14,19321.13333,93.17,0.08
VADILALIND,2014q4,0.29,91.85,0.44,91.05,7.19,250.8,126.98,377.78,8.36,231.16,126.98,165.51,5.96,0.4,4719.47,19849.18333,93.17,0.08
VADILALIND,2015q1,-9.53,65.97,-14.29,65.5,7.19,250.8,126.98,377.78,-8.19,231.16,126.98,165.51,6.1,-13.26,4833.22,20715.9,48.66,0.0775
VADILALIND,2015q2,-2.29,77.97,-3.28,77.48,7.19,242.97,126.23,369.2,3.58,224.9,126.23,176.86,6.85,-3.18,4999.44,19924.58333,48.66,0.075
VADILALIND,2015q3,21.36,183.01,32.66,182.4,7.19,242.97,126.23,369.2,38.5,224.9,126.23,176.86,5.84,29.72,4841.65,20329.53333,48.66,0.0725
VADILALIND,2015q4,3.02,103.47,4.62,103.07,7.19,242.97,126.23,369.2,9.67,224.9,126.23,176.86,5.05,4.2,5056.61,20196.5,48.66,0.0675
VADILALIND,2016q1,-6.92,68.25,-10.58,67.9,7.19,242.97,126.23,369.2,-5.56,224.9,126.23,176.86,5.02,-9.62,4680.58,19076.13333,43.29,0.065
VADILALIND,2016q2,-3.11,89.74,-2.62,89.02,7.19,240.9,124.91,365.81,2.93,224.04,124.91,171.33,5.54,-4.32,4855.36,20622.6,43.29,0.0625
VADILALIND,2016q3,23.08,196.16,35.3,195.3,7.19,240.9,124.91,365.81,39.19,224.04,124.91,171.33,3.89,32.11,5229.12,22126.73333,43.29,0.065
VADILALIND,2016q4,4.31,104.32,6.59,103.79,7.19,240.9,124.91,365.81,10.12,224.04,124.91,171.33,3.53,6,5298.65,20907.98333,43.29,0.0625
VADILALIND,2017q1,-4.03,71.84,-6.16,71.39,7.19,240.9,124.91,365.81,-2.9,224.04,124.91,171.33,3.27,-5.61,5783.99,22571.05,50.8,0.06
VADILALIND,2017q2,-7.03,96.63,-9.26,96.63,7.19,264.96,145.89,410.85,-4.46,254.62,145.89,190.41,4.8,-9.79,6128.85,25423.08333,50.8,0.06
VADILALIND,2017q3,22.97,229.2,35.33,229.2,7.19,264.96,145.89,410.85,39.37,254.62,145.89,190.41,4.04,31.96,6424.25,25353.35,50.8,0.06
VADILALIND,2017q4,-1.65,103.53,-2.51,103.53,7.19,264.96,145.89,410.85,0.64,254.62,145.89,190.41,3.15,-2.3,6835.01,26119.75,50.8,0.06
VADILALIND,2018q1,-8.75,66.9,-13.39,66.9,7.19,264.96,145.89,410.85,-10.1,254.62,145.89,190.41,3.3,-12.18,7249.31,26589.46667,65.23,0.06
VADILALIND,2018q2,2.28,115.69,2.81,115.69,7.19,278.52,156.62,435.14,7.55,261.11,156.62,161.42,4.73,3.17,7339.56,28851.01667,65.23,0.06
VADILALIND,2018q3,28.86,213.13,44.95,213.13,7.19,278.52,156.62,435.14,48.42,261.11,156.62,161.42,3.48,40.15,7942.56,31225.5,65.23,0.0625
VADILALIND,2018q4,7.93,117.7,11.37,117.7,7.19,278.52,156.62,435.14,14.32,261.11,156.62,161.42,2.95,11.03,7090.57,29730,65.23,0.065
DAAWAT,2014q1,8.66,463.68,13.87,460.11,26.31,254.46,1020.4,1274.86,31.11,180.59,1020.4,964.86,17.24,3.3,4203.66,17264.05,93.17,0.08
DAAWAT,2014q2,12.37,512.89,20.11,508.22,26.31,257.88,1000.19,1258.07,42.1,181.01,1000.19,916.86,21.99,4.7,4255.12,17612.95,93.17,0.08
DAAWAT,2014q3,10.28,514.92,13.12,504.41,26.4,257.88,1000.19,1258.07,35.84,181.01,1000.19,916.86,22.72,3.9,4481.14,19321.13333,93.17,0.08
DAAWAT,2014q4,2.89,422.42,6.46,414.9,26.4,257.88,1000.19,1258.07,27.5,181.01,1000.19,916.86,21.04,1.12,4719.47,19849.18333,93.17,0.08
DAAWAT,2015q1,2.57,463.26,5.13,460.38,26.4,257.88,1000.19,1258.07,25.44,181.01,1000.19,916.86,20.3,0.97,4833.22,20715.9,48.66,0.0775
DAAWAT,2015q2,22.4,715.21,29.84,706.39,26.45,274.48,1147.87,1422.35,73.96,191.45,1147.87,1070.6,44.12,8.19,4999.44,19924.58333,48.66,0.075
DAAWAT,2015q3,28.37,755.19,41.52,753.62,26.45,274.48,1147.87,1422.35,83.72,191.45,1147.87,1070.6,42.2,10.14,4841.65,20329.53333,48.66,0.0725
DAAWAT,2015q4,25.94,690.9,41.6,688.68,26.45,274.48,1147.87,1422.35,76.8,191.45,1147.87,1070.6,35.2,8.64,5056.61,20196.5,48.66,0.0675
DAAWAT,2016q1,18.52,726.79,30.1,725.99,26.45,274.48,1147.87,1422.35,62.9,191.45,1147.87,1070.6,32.79,6.37,4680.58,19076.13333,43.29,0.065
DAAWAT,2016q2,-0.36,806.1,6.27,805.13,26.66,263.67,1068.9,1332.57,87.87,176.2,1068.9,982.97,37.61,2.6,4855.36,20622.6,43.29,0.0625
DAAWAT,2016q3,6.19,420.44,8.58,418.33,26.66,263.67,1068.9,1332.57,32.68,176.2,1068.9,982.97,24.09,2.32,5229.12,22126.73333,43.29,0.065
DAAWAT,2016q4,8.48,523.49,14.17,512.98,26.66,263.67,1068.9,1332.57,39.11,176.2,1068.9,982.97,24.94,3.18,5298.65,20907.98333,43.29,0.0625
DAAWAT,2017q1,7.86,540.39,11.78,538.67,26.66,263.67,1068.9,1332.57,39.24,176.2,1068.9,982.97,27.46,0.29,5783.99,22571.05,50.8,0.06
DAAWAT,2017q2,7.62,606.39,14.84,606.39,26.66,256.65,1114.08,1370.73,38.76,166.59,1114.08,992.63,23.92,0.29,6128.85,25423.08333,50.8,0.06
DAAWAT,2017q3,8.69,450.41,13.21,450.41,26.67,256.65,1114.08,1370.73,35.43,166.59,1114.08,992.63,22.23,0.33,6424.25,25353.35,50.8,0.06
DAAWAT,2017q4,10.49,529.79,15.91,529.79,26.67,256.65,1114.08,1370.73,35.79,166.59,1114.08,992.63,19.87,0.39,6835.01,26119.75,50.8,0.06
DAAWAT,2018q1,13.91,552.4,20.21,552.4,31.98,256.65,1114.08,1370.73,39.12,166.59,1114.08,992.63,18.91,0.52,7249.31,26589.46667,65.23,0.06
DAAWAT,2018q2,8.16,613.37,4.24,613.37,31.98,318.43,1289.92,1608.35,27.04,194.12,1289.92,789.22,22.8,0.22,7339.56,28851.01667,65.23,0.06
DAAWAT,2018q3,16.17,481.84,24.34,481.84,31.98,318.43,1289.92,1608.35,40.74,194.12,1289.92,789.22,16.41,0.51,7942.56,31225.5,65.23,0.0625
DAAWAT,2018q4,13.13,524.74,19.06,524.74,31.98,318.43,1289.92,1608.35,32.71,194.12,1289.92,789.22,13.66,0.41,7090.57,29730,65.23,0.065
COLPAL,2014q1,112.83,891.11,154.61,883.98,13.6,513.74,793.04,1306.78,154.72,382.62,793.04,781.44,0,8.3,4203.66,17264.05,93.17,0.08
COLPAL,2014q2,132.3,927.28,184.36,920.59,13.6,816.95,671.8,1488.75,190.51,697.41,671.8,863.27,0,9.73,4255.12,17612.95,93.17,0.08
COLPAL,2014q3,134.91,956.9,183.56,950.64,13.6,816.95,671.8,1488.75,183.56,697.41,671.8,863.27,0,9.92,4481.14,19321.13333,93.17,0.08
COLPAL,2014q4,129.58,1000.52,178.7,993.57,13.6,816.95,671.8,1488.75,178.7,697.41,671.8,863.27,0,9.53,4719.47,19849.18333,93.17,0.08
COLPAL,2015q1,130.86,996.01,183.98,988.56,13.6,816.95,671.8,1488.75,183.98,697.41,671.8,863.27,0,9.62,4833.22,20715.9,48.66,0.0775
COLPAL,2015q2,163.63,1028.51,234.15,1022,13.6,1012.18,689.72,1701.9,234.15,922.76,689.72,866.59,0,12.03,4999.44,19924.58333,48.66,0.075
COLPAL,2015q3,115.94,930.94,155.29,923.7,13.6,1012.18,689.72,1701.9,186.63,922.76,689.72,866.59,0,4.26,4841.65,20329.53333,48.66,0.0725
COLPAL,2015q4,156.85,964.82,238.04,958.13,27.2,1012.18,689.72,1701.9,238.04,922.76,689.72,866.59,0,5.77,5056.61,20196.5,48.66,0.0675
COLPAL,2016q1,165.11,956.84,218.98,948.35,27.2,1012.18,689.72,1701.9,218.98,922.76,689.72,866.59,0,6.07,4680.58,19076.13333,43.29,0.065
COLPAL,2016q2,143.27,1015.59,222.97,1007.88,27.2,1169.35,774.32,1943.67,222.97,1086.51,774.32,836.54,0,5.27,4855.36,20622.6,43.29,0.0625
COLPAL,2016q3,125.72,1013.14,189.71,1005.59,27.2,1169.35,774.32,1943.67,189.71,1086.51,774.32,836.54,0,4.62,5229.12,22126.73333,43.29,0.065
COLPAL,2016q4,181.31,1056.58,252.74,1048.32,27.2,1169.35,774.32,1943.67,252.74,1086.51,774.32,836.54,0,6.67,5298.65,20907.98333,43.29,0.0625
COLPAL,2017q1,127.82,874.58,190.79,864.98,27.2,1169.35,774.32,1943.67,190.79,1086.51,774.32,836.54,0,4.7,5783.99,22571.05,50.8,0.06
COLPAL,2017q2,142.58,1037.52,218.19,1032.58,27.2,1455.03,855.62,2310.65,218.19,1274.7,855.62,982.55,0,5.24,6128.85,25423.08333,50.8,0.06
COLPAL,2017q3,136.38,978.11,196.98,969.43,27.2,1455.03,855.62,2310.65,196.98,1274.7,855.62,982.55,0,5.01,6424.25,25353.35,50.8,0.06
COLPAL,2017q4,177.57,1084.88,270.29,1077.98,27.2,1455.03,855.62,2310.65,270.29,1274.7,855.62,982.55,0,6.53,6835.01,26119.75,50.8,0.06
COLPAL,2018q1,170.65,1033.32,251.89,1026.97,27.2,1455.03,855.62,2310.65,251.89,1274.7,855.62,982.55,0,6.27,7249.31,26589.46667,65.23,0.06
COLPAL,2018q2,188.77,1091.66,263.87,1085.06,27.2,1503.14,1060.72,2563.86,275.52,1304.49,1060.72,982.79,0,6.94,7339.56,28851.01667,65.23,0.06
COLPAL,2018q3,189.51,1041.3,285.48,1033.55,27.2,1503.14,1060.72,2563.86,251.36,1304.49,1060.72,982.79,0,6.97,7942.56,31225.5,65.23,0.0625
COLPAL,2018q4,196.37,1168.03,298.38,1160.63,27.2,1503.14,1060.72,2563.86,298.38,1304.49,1060.72,982.79,0,7.22,7090.57,29730,65.23,0.065
PIDILITIND,2014q1,98.11,964.92,131.04,958.68,51.26,1228.96,1309.47,2538.43,143.59,942.42,1309.47,743.34,3.16,1.91,4203.66,17264.05,93.17,0.08
PIDILITIND,2014q2,88.63,907.31,111.66,902.31,51.26,1452.08,1437.13,2889.21,116.72,1042.39,1437.13,779.2,1.24,1.73,4255.12,17612.95,93.17,0.08
PIDILITIND,2014q3,164.28,1212.89,221.52,1207.24,51.26,1452.08,1437.13,2889.21,227.68,1042.39,1437.13,779.2,1.25,3.2,4481.14,19321.13333,93.17,0.08
PIDILITIND,2014q4,136.64,1135.47,185.72,1129.39,51.26,1452.08,1437.13,2889.21,187.2,1042.39,1437.13,779.2,1.44,2.67,4719.47,19849.18333,93.17,0.08
PIDILITIND,2015q1,123.72,1081.58,160.67,1075.73,51.27,1452.08,1437.13,2889.21,164.51,1042.39,1437.13,779.2,3.49,2.41,4833.22,20715.9,48.66,0.0775
PIDILITIND,2015q2,77.22,968.13,100.3,962.44,51.27,1817.78,1449.28,3267.06,118.72,1288.14,1449.28,844.44,3.32,1.51,4999.44,19924.58333,48.66,0.075
PIDILITIND,2015q3,226.43,1305.67,317.07,1298.36,51.27,1817.78,1449.28,3267.06,317.83,1288.14,1449.28,844.44,1.42,4.42,4841.65,20329.53333,48.66,0.0725
PIDILITIND,2015q4,193.15,1163.66,278.04,1157.04,51.27,1817.78,1449.28,3267.06,280.11,1288.14,1449.28,844.44,1.54,3.77,5056.61,20196.5,48.66,0.0675
PIDILITIND,2016q1,198.08,1175.74,277.72,1168.98,51.27,1817.78,1449.28,3267.06,279.76,1288.14,1449.28,844.44,1.36,3.86,4680.58,19076.13333,43.29,0.065
PIDILITIND,2016q2,129.05,1085.96,196.66,1085.96,51.27,1704.03,1762.98,3467.01,225.18,1068.24,1762.98,716.95,1.52,2.52,4855.36,20622.6,43.29,0.0625
PIDILITIND,2016q3,272.38,1370.16,385.96,1362.67,51.27,1704.03,1762.98,3467.01,387.89,1068.24,1762.98,716.95,1.38,5.31,5229.12,22126.73333,43.29,0.065
PIDILITIND,2016q4,226.16,1220.01,314.72,1212.54,51.27,1704.03,1762.98,3467.01,317.25,1068.24,1762.98,716.95,1.51,4.41,5298.65,20907.98333,43.29,0.0625
PIDILITIND,2017q1,204.25,1142.73,280.06,1136.44,51.27,1704.03,1762.98,3467.01,282.01,1068.24,1762.98,716.95,1.36,3.98,5783.99,22571.05,50.8,0.06
PIDILITIND,2017q2,71.01,1132.47,163.99,1132.47,51.27,1629.86,2665.72,4295.58,259.76,1066.14,2665.72,785.95,1.43,1.39,6128.85,25423.08333,50.8,0.06
PIDILITIND,2017q3,217.08,1349.76,317.37,1349.76,51.27,1629.86,2665.72,4295.58,318.83,1066.14,2665.72,785.95,1.46,4.23,6424.25,25353.35,50.8,0.06
PIDILITIND,2017q4,260.95,1363.83,383.24,1363.83,51.28,1629.86,2665.72,4295.58,384.75,1066.14,2665.72,785.95,1.51,5.09,6835.01,26119.75,50.8,0.06
PIDILITIND,2018q1,239,1375.77,352.88,1375.77,51.28,1629.86,2665.72,4295.58,354.34,1066.14,2665.72,785.95,1.46,4.66,7249.31,26589.46667,65.23,0.06
PIDILITIND,2018q2,238.16,1273.63,277.79,1273.63,50.78,1964.41,2663.54,4627.95,279.42,1104.2,2663.54,888.54,1.63,4.69,7339.56,28851.01667,65.23,0.06
PIDILITIND,2018q3,266.93,1608.31,397.15,1608.31,50.78,1964.41,2663.54,4627.95,399.16,1104.2,2663.54,888.54,2.01,5.26,7942.56,31225.5,65.23,0.0625
PIDILITIND,2018q4,244.62,1517.97,364.75,1517.97,50.79,1964.41,2663.54,4627.95,366.41,1104.2,2663.54,888.54,1.66,4.82,7090.57,29730,65.23,0.065
MCDOWELL,2014q1,64.92,2308.6,96.22,2278.4,145.33,9062.54,3989.11,13051.65,246.69,1191.66,3989.11,5561.36,150.47,4.47,4203.66,17264.05,93.17,0.08
MCDOWELL,2014q2,-5380.1,1943.34,-5442.91,1916.95,145.33,5799.74,5030.64,10830.38,-954.64,1237.88,5030.64,5536.22,166.64,-370.2,4255.12,17612.95,93.17,0.08
MCDOWELL,2014q3,-55.56,1923.9,-46.97,1908.98,145.33,5799.74,5030.64,10830.38,150.89,1237.88,5030.64,5536.22,155.07,-3.82,4481.14,19321.13333,93.17,0.08
MCDOWELL,2014q4,-27.83,2178.58,10.72,2156.54,145.33,5799.74,5030.64,10830.38,239.91,1237.88,5030.64,5536.22,155.28,-1.91,4719.47,19849.18333,93.17,0.08
MCDOWELL,2015q1,78.81,2318.23,87.33,2287.89,145.33,5799.74,5030.64,10830.38,235.8,1237.88,5030.64,5536.22,148.47,5.42,4833.22,20715.9,48.66,0.0775
MCDOWELL,2015q2,-1799.28,2051.25,-1826.6,2020.37,145.33,4357.8,4660.14,9017.94,62.52,1133.96,4660.14,5456.33,134.15,-123.81,4999.44,19924.58333,48.66,0.075
MCDOWELL,2015q3,11.61,1866.15,50.2,1848.72,145.33,4357.8,4660.14,9017.94,178.58,1133.96,4660.14,5456.33,128.38,3.15,4841.65,20329.53333,48.66,0.0725
MCDOWELL,2015q4,71.24,5369.91,131.38,5346.61,145.33,4357.8,4660.14,9017.94,295.54,1133.96,4660.14,5456.33,110,4.9,5056.61,20196.5,48.66,0.0675
MCDOWELL,2016q1,37.23,2422.98,87.79,2410.49,145.33,4357.8,4660.14,9017.94,237.57,1133.96,4660.14,5456.33,107.66,2.56,4680.58,19076.13333,43.29,0.065
MCDOWELL,2016q2,1.4,2043.4,45.5,2037,145.3,3092.8,5093.1,8185.9,178.1,1321.1,5093.1,5696.1,100.9,0.1,4855.36,20622.6,43.29,0.0625
MCDOWELL,2016q3,43.8,2040.54,69.07,2027.33,145.33,3092.8,5093.1,8185.9,193.75,1321.1,5093.1,5696.1,102.96,2.9,5229.12,22126.73333,43.29,0.065
MCDOWELL,2016q4,82.54,2048.3,118.29,2037.7,145.33,3092.8,5093.1,8185.9,202.81,1321.1,5093.1,5696.1,88.5,5.68,5298.65,20907.98333,43.29,0.0625
MCDOWELL,2017q1,147.7,2494.31,205.67,2484.49,145.33,3092.8,5093.1,8185.9,297.9,1321.1,5093.1,5696.1,92.23,10.16,5783.99,22571.05,50.8,0.06
MCDOWELL,2017q2,-104.2,2025,-138.5,2014,145.3,3112.2,5684.3,8796.5,237.6,1272.3,5684.3,5959.6,85.3,-7.17,6128.85,25423.08333,50.8,0.06
MCDOWELL,2017q3,62.9,1781.8,85.1,1781.8,145.3,3112.2,5684.3,8796.5,156.2,1272.3,5684.3,5959.6,70.3,4.33,6424.25,25353.35,50.8,0.06
MCDOWELL,2017q4,153.1,1951.3,235.3,1951.3,145.3,3112.2,5684.3,8796.5,315.6,1272.3,5684.3,5959.6,65.9,10.53,6835.01,26119.75,50.8,0.06
MCDOWELL,2018q1,134.7,2263.3,183.8,2263.3,145.33,3112.2,5684.3,8796.5,262.2,1272.3,5684.3,5959.6,65.8,9.27,7249.31,26589.46667,65.23,0.06
MCDOWELL,2018q2,211,2173.7,336.1,2173.7,145.33,3069.7,5601.8,8671.5,358.4,1100.1,5601.8,5363.8,59.1,14.52,7339.56,28851.01667,65.23,0.06
MCDOWELL,2018q3,81.3,2011.9,123.9,2011.9,145.33,3069.7,5601.8,8671.5,179.8,1100.1,5601.8,5363.8,55.9,1.12,7942.56,31225.5,65.23,0.0625
MCDOWELL,2018q4,258.7,2228.1,380.8,2228.1,145.33,3069.7,5601.8,8671.5,422.3,1100.1,5601.8,5363.8,41.5,3.56,7090.57,29730,65.23,0.065
